1;Action
37;Free to Play
4;Casual
23;Indie
2;Strategy
25;Adventure
9;Racing
28;Simulation
18;Sports
3;RPG
70;Early Access
29;Massively Multiplayer
53;Design & Illustration
57;Utilities
58;Video Production
54;Education
51;Animation & Modeling
56;Software Training
60;Game Development
52;Audio Production
59;Web Publishing
55;Photo Editing
82;Episodic
